FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA
8002957.0,2C6Y,A:1-98,Q01167,256-353,8057668.0,2C6Y,A:1-98,Q01167,256-353,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000182",1.0,1000003.0,2000144.0,3000034.0,4000182.0
8003043.0,2AXL,A:1-144,Q14191,949-1092,8057669.0,2AXL,A:7-121,Q14191,955-1069,"TP=1,CL=1000003,CF=2000147,SF=3000034,FA=4000204",1.0,1000003.0,2000147.0,3000034.0,4000204.0
8003056.0,1CF7,B:68-149,Q14188,129-210,8057678.0,1CF7,B:68-149,Q14188,129-210,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000205",1.0,1000003.0,2000144.0,3000034.0,4000205.0
8003082.0,1QBJ,A:134-198,P55265,134-198,8057679.0,1QBJ,A:134-198,P55265,134-198,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000211",1.0,1000003.0,2000144.0,3000034.0,4000211.0
8003083.0,1SFU,A:6-75,Q9DHS8,6-75,8057680.0,1SFU,A:6-75,Q9DHS8,6-75,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000211",1.0,1000003.0,2000144.0,3000034.0,4000211.0
8003086.0,1OYI,A:13-74,Q86638,9-70,8057681.0,1OYI,A:13-74,Q86638,9-70,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000211",1.0,1000003.0,2000144.0,3000034.0,4000211.0
8003087.0,1J75,A:113-169,Q9QY24,13-69,8057682.0,1J75,A:113-169,Q9QY24,13-69,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000211",1.0,1000003.0,2000144.0,3000034.0,4000211.0
8003161.0,2DK5,A:18-85,Q9H1D9,88-155,8057687.0,2DK5,A:18-85,Q9H1D9,88-155,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000224",1.0,1000003.0,2000144.0,3000034.0,4000224.0
8003180.0,2PI0,B:5-110,Q14653,5-110,8057688.0,2PI0,B:5-110,Q14653,5-110,"TP=1,CL=1000003,CF=2000146,SF=3000034,FA=4000230",1.0,1000003.0,2000146.0,3000034.0,4000230.0
8003396.0,2F2E,A:5-107,Q9I3B4,5-107,8057689.0,2F2E,A:21-82,Q9I3B4,21-82,"TP=1,CL=1000003,CF=2000144,SF=3000034,FA=4000293",1.0,1000003.0,2000144.0,3000034.0,4000293.0
